code_info,code_fn,sector,name,bond_date,bond_TF,bond_rating,bond_pos,bond_neu,bond_neg,cp_date,cp_TF,cp_rating,corp_date,corp_TF,corp_rating,corp_pos,corp_neu,corp_neg
02969,,K64913,롯데캐피탈,2026-06-29 00:00:00,T,A+,0,3,0,2026-06-29 00:00:00,T,A2+,2025-01-16 00:00:00,,,0,0,0
01117,,C20111,롯데케미칼,2026-06-23 00:00:00,T,AA-,0,0,2,2026-06-23 00:00:00,T,A1,2026-06-22 00:00:00,T,AA-,0,0,1
07184,,G47320,롯데하이마트,2026-06-08 00:00:00,T,A+,0,3,0,2026-06-08 00:00:00,T,A2+,,,,0,0,0
00000,,E37010,리뉴어스,,,,0,0,0,,,,2026-05-26 00:00:00,T,BBB,0,1,0
04413,,K66121,리딩투자증권,,,,0,0,0,2026-03-31 00:00:00,T,A3+,2026-04-02 00:00:00,T,BBB+,2,0,0
26798,,C10501,매일유업,2026-05-14 00:00:00,T,AA-,0,3,0,,,,2025-01-16 00:00:00,,,0,0,0
08898,,K64201,맥쿼리인프라,2026-06-18 00:00:00,T,AA,0,3,0,,,,2025-01-16 00:00:00,,,0,0,0
13804,,K64992,메리츠금융지주,2026-06-29 00:00:00,T,AA,0,2,0,2026-06-29 00:00:00,T,A1,,,,0,0,0
00856,,K66121,메리츠증권,2026-07-07 00:00:00,T,AA,0,2,0,2026-06-24 00:00:00,T,A1,2026-04-16 00:00:00,T,AA,0,2,0
16937,,K64910,메리츠캐피탈,2026-06-18 00:00:00,T,A+,0,2,0,2026-06-22 00:00:00,T,A2+,2026-06-18 00:00:00,T,A+,0,1,0
02358,,K64132,모아저축은행,,,,0,0,0,,,,2026-06-15 00:00:00,T,BBB,0,1,0
35577,,F42200,무경설비,2026-04-17 00:00:00,T,BB,0,1,0,,,,,,,0,0,0
00920,,C17120,무림페이퍼,2026-04-17 00:00:00,T,A-,0,0,2,2025-11-25 00:00:00,T,A2-,,,,0,0,0
03632,,K64201,미래에셋자산운용,2026-06-22 00:00:00,T,AA,0,2,0,,,,,,,0,0,0
00680,,K66121,미래에셋증권,2026-07-15 00:00:00,T,AA,0,3,0,2026-06-29 00:00:00,T,A1,,,,0,0,0
08297,,K64919,미래에셋캐피탈,2026-07-10 00:00:00,T,AA-,0,3,0,2026-06-12 00:00:00,T,A1,,,,0,0,0
00000,,K64132,바로저축은행,,,,0,0,0,,,,2026-04-03 00:00:00,T,BBB-,0,1,0
10768,,F41112,반도건설,,,,0,0,0,2026-05-26 00:00:00,T,A3+,2026-05-26 00:00:00,T,BBB+,0,1,0
16716,,K64913,벤츠파이낸셜서비스,2026-06-22 00:00:00,T,A+,0,3,0,,,,,,,0,0,0
45895,,M72000,벽산파워,2025-03-07 00:00:00,T,D,0,0,0,,,,,,,0,0,0
00385,,C21200,보령,2026-06-24 00:00:00,T,A,0,2,0,,,,2025-06-19 00:00:00,,,0,0,0
19205,,D35200,보령엘엔지터미널,2026-03-27 00:00:00,T,AA,0,2,0,,,,2026-03-27 00:00:00,T,AA,0,2,0
14060,,H49211,부산교통공사,2026-06-17 00:00:00,T,AAA,0,3,0,2026-06-16 00:00:00,T,A1,,,,0,0,0
10468,,F41000,부산도시공사,2026-06-30 00:00:00,T,AA+,0,3,0,,,,2025-01-16 00:00:00,,,0,0,0
00528,,K64121,부산은행,2026-06-30 00:00:00,T,AAA,0,3,0,,,,2026-06-01 00:00:00,T,AAA,0,3,0
10047,,L68210,부산항만공사,2026-06-05 00:00:00,T,AAA,0,3,0,2026-06-05 00:00:00,T,A1,2026-06-02 00:00:00,T,AAA,0,1,0
28524,,K66199,비바리퍼블리카,,,,0,0,0,2026-04-27 00:00:00,T,A2,2026-04-27 00:00:00,T,A,0,1,0
11124,,C21210,비보존제약,,,,0,0,0,,,,2025-06-17 00:00:00,T,B-,0,1,0
03132,,K64913,비씨카드,2026-07-01 00:00:00,T,AA+,0,3,0,2026-07-02 00:00:00,T,A1,2025-08-26 00:00:00,,,0,0,0
00869,,F41221,비에스한양,2026-06-22 00:00:00,T,BBB+,0,1,0,2026-06-24 00:00:00,T,A3+,,,,0,0,0
00000,,K64132,비엔케이저축은행,,,,0,0,0,,,,2026-07-01 00:00:00,T,A,0,0,1
14576,,K64911,비엔케이캐피탈,2026-06-23 00:00:00,T,AA-,0,3,0,2026-05-22 00:00:00,T,A1,2026-06-15 00:00:00,T,AA-,0,1,0
00518,,C10501,빙그레,2026-06-24 00:00:00,T,AA-,0,2,0,,,,2025-01-16 00:00:00,,,0,0,0
04725,,K64912,산업은행,2026-07-10 00:00:00,T,AAA,0,3,0,,,,2026-04-13 00:00:00,T,AAA,0,2,0
00827,,K64911,산은캐피탈,2026-06-30 00:00:00,T,AA-,0,3,0,2026-04-28 00:00:00,T,A1,,,,0,0,0
36217,,C26420,삼광,2026-06-30 00:00:00,T,BB-,0,1,0,,,,,,,0,0,0
00561,,C10712,삼립,2026-06-18 00:00:00,T,A+,0,2,0,,,,,,,0,0,0
05370,,C30300,삼보모터스,2026-06-24 00:00:00,T,BB+,0,1,0,,,,,,,0,0,0
44873,,L68110,삼성FN리츠,2026-03-03 00:00:00,T,A+,0,2,0,,,,2025-09-08 00:00:00,T,A+,0,1,0
02826,,G46700,삼성물산,2026-04-23 00:00:00,T,AA+,0,3,0,2026-04-16 00:00:00,T,A1,,,,0,0,0
20794,,C21102,삼성바이오로직스,2026-07-02 00:00:00,T,AA,0,3,0,,,,,,,0,0,0
01014,,C31110,삼성중공업,2026-06-02 00:00:00,T,A-,2,0,0,2026-06-02 00:00:00,T,A2-,2026-06-02 00:00:00,T,A-,2,0,0
01636,,K66121,삼성증권,2026-06-22 00:00:00,T,AA+,0,3,0,2026-06-09 00:00:00,T,A1,2026-05-20 00:00:00,T,AA+,0,2,0
02978,,K64913,삼성카드,2026-07-01 00:00:00,T,AA+,0,3,0,2026-06-01 00:00:00,T,A1,2026-06-10 00:00:00,T,AA+,0,1,0
14599,,C10720,삼양사,2026-07-01 00:00:00,T,AA-,0,3,0,2026-03-26 00:00:00,T,A1,,,,0,0,0
00323,,C10700,삼양식품,2026-04-09 00:00:00,T,AA-,0,3,0,2025-12-15 00:00:00,T,A1,,,,0,0,0
27255,,C22232,삼양패키징,2026-05-15 00:00:00,T,A-,0,2,0,,,,,,,0,0,0
15035,,D35110,삼척블루파워,2026-04-28 00:00:00,T,A+,0,2,0,,,,,,,0,0,0
00469,,D35200,삼천리,2026-05-27 00:00:00,T,AA+,0,3,0,2026-05-27 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
00000,,K64132,상호저축은행중앙회,,,,0,0,0,,,,2026-06-26 00:00:00,T,AA+,0,1,0
20088,,C30300,서연이화,,,,0,0,0,,,,2026-06-30 00:00:00,T,A-,0,2,0
27432,,H49211,서울교통공사,2026-06-30 00:00:00,T,AAA,0,3,0,2026-05-27 00:00:00,T,A1,,,,0,0,0
03121,,K65122,서울보증보험,,,,0,0,0,,,,2026-06-29 00:00:00,T,AAA,0,2,0
08381,,F41000,서울주택도시공사,2026-06-05 00:00:00,T,AAA,0,3,0,2026-06-05 00:00:00,T,A1,,,,0,0,0
17832,,C26429,서진시스템,2025-06-04 00:00:00,T,BB+,0,1,0,,,,,,,0,0,0
07034,,C30000,서진캠,2026-05-12 00:00:00,T,BB+,0,1,0,,,,,,,0,0,0
00849,,C20490,서흥,2026-06-16 00:00:00,T,A-,0,2,0,,,,,,,0,0,0
03589,,F41120,서희건설,,,,0,0,0,2026-06-23 00:00:00,T,A3+,2026-06-23 00:00:00,T,BBB+,0,1,0
01575,,C30300,성우하이텍,2026-05-04 00:00:00,T,A-,0,1,0,,,,,,,0,0,0
12165,,E38310,성호기업,2026-06-01 00:00:00,T,BB-,0,1,0,,,,,,,0,0,0
42708,,C24119,세아베스틸,2026-06-23 00:00:00,T,A+,0,2,0,2026-06-22 00:00:00,T,A2+,,,,0,0,0
00143,,C24110,세아베스틸지주,2026-06-30 00:00:00,T,A+,0,2,0,2026-06-30 00:00:00,T,A2+,,,,0,0,0
30620,,C24130,세아제강,2026-06-11 00:00:00,T,A+,0,2,0,,,,,,,0,0,0
00303,,K64992,세아제강지주,2026-06-29 00:00:00,T,A,0,2,0,2026-06-29 00:00:00,T,A2,,,,0,0,0
03243,,C24123,세아창원특수강,2026-04-01 00:00:00,T,A+,0,2,0,2026-03-30 00:00:00,T,A2+,,,,0,0,0
05865,,C24100,세아홀딩스,2026-06-30 00:00:00,T,A,0,3,0,2026-06-22 00:00:00,T,A2,,,,0,0,0
34510,,G47711,세일석유,2026-06-18 00:00:00,T,BB,0,1,0,,,,,,,0,0,0
0119E,,H49200,세종도시교통공사,2026-06-24 00:00:00,T,AA+,0,3,0,,,,,,,0,0,0
00443,,C20499,송원산업,,,,0,0,0,,,,2026-05-29 00:00:00,T,A,0,1,0
25961,,K64121,수협은행,2026-05-21 00:00:00,T,AAA,0,3,0,,,,2026-05-13 00:00:00,T,AAA,0,2,0
10035,,K64121,수협중앙회,2026-06-17 00:00:00,T,AAA,0,3,0,,,,2026-06-15 00:00:00,T,AAA,0,1,0
00011,,K64121,스탠다드차타드은행,2026-06-30 00:00:00,T,AAA,0,3,0,,,,2026-06-30 00:00:00,T,AAA,0,2,0
06768,,C14112,시선인터내셔널,2026-06-17 00:00:00,T,BB,0,1,0,,,,,,,0,0,0
12422,,G46441,신성약품,2026-05-07 00:00:00,T,BB-,0,1,0,,,,,,,0,0,0
01193,,C26120,신성이엔지,,,,0,0,0,,,,2025-07-09 00:00:00,T,BB-,0,1,0
00539,,G46700,신성통상,2025-12-04 00:00:00,T,BBB+,0,1,0,2025-05-19 00:00:00,T,A3+,,,,0,0,0
00417,,G47111,신세계,2026-06-15 00:00:00,T,AA,0,3,0,2026-06-15 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
03430,,F41120,신세계건설,2026-06-16 00:00:00,T,A-,0,1,0,2026-06-25 00:00:00,T,A2-,,,,0,0,0
03709,,H52912,신세계센트럴,2026-06-12 00:00:00,T,AA-,0,2,0,2026-06-12 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
03144,,I56130,신세계푸드,2026-06-12 00:00:00,T,A+,0,3,0,,,,2025-01-16 00:00:00,,,0,0,0
33238,,L68120,신세계프라퍼티,2025-06-25 00:00:00,T,A+,0,1,0,2024-12-30 00:00:00,T,A2+,,,,0,0,0
07594,,C30000,신영,2025-07-14 00:00:00,T,BB,0,1,0,,,,,,,0,0,0
00000,,K64201,신영부동산신탁,,,,0,0,0,,,,2025-11-28 00:00:00,T,BBB,0,1,0
00172,,K66121,신영증권,2026-07-13 00:00:00,T,AA-,0,2,0,2026-03-25 00:00:00,T,A1,2026-07-10 00:00:00,T,AA-,0,2,0
00927,,C14112,신원,2026-05-04 00:00:00,T,BBB-,0,1,1,,,,,,,0,0,0
40499,,L68112,신한서부티엔디리츠,,,,0,0,0,,,,2026-05-22 00:00:00,T,A-,0,1,0
00001,,K64121,신한은행,2026-06-30 00:00:00,T,AAA,0,3,0,,,,2026-04-10 00:00:00,T,AAA,0,3,0
29029,,K64999,신한자산신탁,2026-05-22 00:00:00,T,A-,0,0,2,2026-05-26 00:00:00,T,A2-,2026-05-22 00:00:00,T,A-,0,0,2
00000,,K64132,신한저축은행,,,,0,0,0,,,,2026-05-18 00:00:00,T,A,0,1,0
05555,,K64992,신한지주,2026-06-25 00:00:00,T,AAA,0,3,0,2026-06-30 00:00:00,T,A1,2026-04-16 00:00:00,T,AAA,0,1,0
03271,,K64913,신한카드,2026-06-30 00:00:00,T,AA+,0,3,0,2026-06-01 00:00:00,T,A1,2026-04-01 00:00:00,T,AA+,0,3,0
02378,,K64911,신한캐피탈,2026-07-15 00:00:00,T,AA-,0,3,0,2026-06-23 00:00:00,T,A1,2026-05-27 00:00:00,T,AA-,0,3,0
00867,,K66121,신한투자증권,2026-07-02 00:00:00,T,AA,0,3,0,2026-06-26 00:00:00,T,A1,,,,0,0,0
01265,,F41221,쌍용건설,,,,0,0,0,2026-06-01 00:00:00,T,A3,2026-06-01 00:00:00,T,BBB,0,2,0
00341,,C23311,쌍용씨앤이,2026-06-24 00:00:00,T,A-,0,3,0,2026-06-19 00:00:00,T,A2-,,,,0,0,0
00000,,D35200,씨엔씨티에너지,,,,0,0,0,,,,2026-05-29 00:00:00,T,A,0,1,0
00000,,D35110,씨지앤율촌전력,,,,0,0,0,,,,2026-04-24 00:00:00,T,A+,0,1,0
00000,,D35110,씨지앤코리아홀딩스,,,,0,0,0,,,,2026-04-24 00:00:00,T,A+,0,1,0
00000,,K64132,아이비케이저축은행,,,,0,0,0,,,,2026-06-23 00:00:00,T,A-,0,1,0
01945,,K64919,아이비케이캐피탈,2026-06-16 00:00:00,T,AA-,0,3,0,2026-06-16 00:00:00,T,A1,2025-08-26 00:00:00,,,0,0,0
01078,,C23320,아이에스동서,2026-05-08 00:00:00,T,BBB,0,1,0,2026-06-29 00:00:00,T,A3,,,,0,0,0
00527,,K64121,아이엠뱅크,2026-06-30 00:00:00,T,AAA,0,3,0,,,,2026-03-31 00:00:00,T,AAA,0,3,0
03001,,K66121,아이엠증권,2026-07-14 00:00:00,T,A+,0,2,0,2026-07-02 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
17694,,K64911,아이엠캐피탈,2026-07-13 00:00:00,T,AA-,0,3,0,2026-06-16 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
13999,,C24190,아주스틸,2026-04-15 00:00:00,T,BB,0,1,0,,,,,,,0,0,0
01331,,C30300,아진산업,2026-07-01 00:00:00,T,BB-,0,1,0,,,,,,,0,0,0
45223,,F41000,안산도시공사,2026-05-27 00:00:00,T,AA,0,3,0,,,,,,,0,0,0
0011W,,L68129,안양도시공사,2026-06-12 00:00:00,T,AA,0,2,0,,,,,,,0,0,0
00178,,C24222,알루코,2026-06-25 00:00:00,T,BBB-,0,1,0,,,,2026-04-14 00:00:00,,,0,0,0
13630,,K64913,알씨아이파이낸셜,2026-07-01 00:00:00,T,A+,0,3,0,,,,,,,0,0,0
00000,,K64132,애큐온저축은행,,,,0,0,0,,,,2026-04-29 00:00:00,T,BBB,0,1,0
09523,,K64913,애큐온캐피탈,2026-07-01 00:00:00,T,A,0,2,0,2026-07-01 00:00:00,T,A2,,,,0,0,0
10996,,G46700,앱토크롬,2026-06-30 00:00:00,T,B-,0,2,0,,,,,,,0,0,0
00000,,J62010,에너닷,,,,0,0,0,,,,2026-05-26 00:00:00,T,B-,0,1,0
00000,,K64132,에스비아이저축은행,,,,0,0,0,,,,2026-06-29 00:00:00,T,A,0,2,0
03933,,J59130,에스엘엘중앙,2026-06-16 00:00:00,F,B-,0,0,2,2026-06-16 00:00:00,F,C,,,,0,0,0
29138,,C20121,에스케이머티리얼즈에어플러스,2026-06-30 00:00:00,T,A-,0,1,0,2025-12-22 00:00:00,T,A2-,2025-01-16 00:00:00,,,0,0,0
00000,,K64992,에스케이스퀘어,,,,0,0,0,2026-06-24 00:00:00,T,A1,2026-03-12 00:00:00,T,AA+,0,1,0
20635,,C20111,에스케이어드밴스드,2026-06-15 00:00:00,F,BBB,0,1,1,2026-06-15 00:00:00,F,A3,,,,0,0,0
00334,,F41229,에스케이에코플랜트,2026-06-30 00:00:00,T,A-,0,3,0,2026-07-02 00:00:00,T,A2-,,,,0,0,0
40471,,C28202,에스케이온,2026-06-30 00:00:00,T,A+,0,3,0,2026-06-30 00:00:00,T,A2+,2025-01-16 00:00:00,,,0,0,0
18165,,C19210,에스케이인천석유화학,2026-06-19 00:00:00,T,A+,0,3,0,2026-06-19 00:00:00,T,A2+,2025-01-16 00:00:00,,,0,0,0
39312,,C20100,에스케이피아이씨글로벌,,,,0,0,0,2026-06-19 00:00:00,T,A2-,2026-06-19 00:00:00,T,A-,0,0,2
34800,,D35113,에스파워,,,,0,0,0,,,,2026-05-13 00:00:00,T,A+,0,1,0
01913,,G46800,에이션패션,2025-12-19 00:00:00,T,BBB-,0,2,0,,,,,,,0,0,0
00405,,C19210,에이치디현대오일뱅크,2026-06-29 00:00:00,T,AA-,0,3,0,2026-06-26 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
21032,,H50112,에이치라인해운,,,,0,0,0,2025-12-19 00:00:00,T,A2-,2026-06-15 00:00:00,T,A-,0,3,0
22788,,K64913,에이캐피탈,,,,0,0,0,2026-05-11 00:00:00,T,A3-,2026-05-04 00:00:00,T,BBB-,0,1,0
00000,,C20423,에이피알,,,,0,0,0,,,,2026-04-22 00:00:00,T,A,0,1,0
33557,,E37011,에코비트,2026-07-01 00:00:00,T,A+,0,2,0,2026-07-01 00:00:00,T,A2+,,,,0,0,0
08652,,K64992,에코프로,2026-04-23 00:00:00,F,BBB+,0,2,0,2026-03-16 00:00:00,F,A3+,2025-01-16 00:00:00,,,0,0,0
05494,,F42400,엑사이엔씨,2026-06-08 00:00:00,T,BB,0,1,0,,,,,,,0,0,0
09724,,K64913,엔에이치농협캐피탈,2026-07-13 00:00:00,T,AA-,0,3,0,2026-06-30 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
00000,,G46800,엔에이치인터내셔널,,,,0,0,0,,,,2026-05-22 00:00:00,T,B+,0,1,0
00000,,K64132,엔에이치저축은행,,,,0,0,0,,,,2026-06-23 00:00:00,T,A-,0,1,0
34837,,C20119,엔켐,2026-06-30 00:00:00,T,BB,0,0,2,,,,,,,0,0,0
22516,,K64992,엘아이지,,,,0,0,0,2026-06-29 00:00:00,T,A1,2026-06-24 00:00:00,T,AA-,0,2,0
06697,,C28202,엘앤에프,2026-05-15 00:00:00,F,BB,0,1,1,,,,,,,0,0,0
10424,,C29000,엘에스엠트론,2026-06-24 00:00:00,T,A,0,1,1,2026-06-24 00:00:00,T,A2,2025-01-16 00:00:00,,,0,0,0
49130,,C30390,엘에스오토모티브테크놀로지스,,,,0,0,0,2025-12-23 00:00:00,T,A3,2026-06-18 00:00:00,T,BBB,0,1,0
01012,,C28121,엘에스일렉트릭,2026-06-24 00:00:00,T,AA-,3,0,0,2026-06-24 00:00:00,T,A1,,,,0,0,0
10423,,C28300,엘에스전선,2026-06-30 00:00:00,T,A+,3,0,0,2026-06-30 00:00:00,T,A1,,,,0,0,0
00000,,C29120,엠앤씨솔루션,,,,0,0,0,,,,2026-05-11 00:00:00,T,BBB,0,1,0
32323,,C14300,엠에프엠코리아,2026-02-02 00:00:00,T,D,0,0,0,,,,,,,0,0,0
04629,,K64911,엠지캐피탈,2026-07-15 00:00:00,T,A,0,3,0,2026-06-15 00:00:00,T,A2,,,,0,0,0
00000,,D35100,엠피씨대산전력,,,,0,0,0,,,,2026-04-24 00:00:00,T,A,0,1,0
00000,,F41223,여수광양항만공사,2026-06-29 00:00:00,T,AAA,0,3,0,,,,2025-01-16 00:00:00,,,0,0,0
13179,,K64999,연합자산관리,2026-06-25 00:00:00,T,AA,0,3,0,2026-06-25 00:00:00,T,A1,,,,0,0,0
09543,,K64131,예가람저축은행,,,,0,0,0,,,,2026-06-26 00:00:00,T,BBB,0,1,0
AB526,,K64999,예금보험공사,,,,0,0,0,,,,2026-06-19 00:00:00,T,AAA,0,2,0
29398,,D35200,예스코,2026-06-24 00:00:00,T,AA-,0,2,0,,,,,,,0,0,0
00000,,K64122,오버시차이니스뱅킹코퍼레이션,,,,0,0,0,,,,2026-07-01 00:00:00,T,AAA,0,1,0
15377,,H52104,오일허브코리아여수,2026-06-29 00:00:00,T,A+,0,2,0,,,,,,,0,0,0
00000,,K64919,오케이에프앤아이대부,,,,0,0,0,2026-07-13 00:00:00,T,A3,2025-08-14 00:00:00,T,BBB-,0,1,0
06717,,C30400,오텍,2026-06-23 00:00:00,T,BB-,0,0,2,,,,,,,0,0,0
00753,,C25900,와이엠,2026-06-30 00:00:00,T,BB-,0,1,0,,,,,,,0,0,0
00000,,H49301,용마로지스,,,,0,0,0,,,,2026-06-15 00:00:00,T,BBB+,0,1,0
12929,,C30000,용산,2026-05-13 00:00:00,T,BB-,0,1,0,,,,,,,0,0,0
12941,,L68129,용인도시공사,2026-06-29 00:00:00,T,AA,0,3,0,,,,,,,0,0,0
07659,,C25990,용진스테코,2026-06-02 00:00:00,T,BB-,0,1,0,,,,,,,0,0,0
45378,,K64999,우리금융에프앤아이,2026-06-26 00:00:00,T,A,0,3,0,2026-06-26 00:00:00,T,A2,2025-08-26 00:00:00,,,0,0,0
00000,,K64132,우리금융저축은행,,,,0,0,0,,,,2026-05-07 00:00:00,T,A,0,1,0
31614,,K64992,우리금융지주,2026-06-24 00:00:00,T,AAA,0,3,0,,,,2026-05-04 00:00:00,T,AAA,0,3,0
03366,,K64911,우리금융캐피탈,2026-07-13 00:00:00,T,AA-,0,3,0,2026-06-29 00:00:00,T,A1,,,,0,0,0
21536,,C30300,우리산업,2026-05-15 00:00:00,T,BB,0,1,0,,,,,,,0,0,0
07356,,C10100,우리손에프앤지,2026-06-29 00:00:00,T,BBB,0,1,0,,,,,,,0,0,0
15571,,J62021,우리에프아이에스,,,,0,0,0,,,,2026-06-16 00:00:00,T,A+,0,1,0
00003,,K64121,우리은행,2026-06-30 00:00:00,T,AAA,0,3,0,,,,2026-04-21 00:00:00,T,AAA,0,3,0
00000,,K64999,우리자산신탁,,,,0,0,0,,,,2026-06-26 00:00:00,T,A,0,0,1
17414,,K64913,우리카드,2026-06-30 00:00:00,T,AA,0,3,0,2026-06-30 00:00:00,T,A1,2026-05-04 00:00:00,T,AA,0,3,0
43647,,K66121,우리투자증권,2025-07-15 00:00:00,,,0,0,0,2026-07-02 00:00:00,T,A1,2026-07-01 00:00:00,T,A+,1,1,0
17536,,F41112,우미건설,,,,0,0,0,2025-06-30 00:00:00,T,A3+,2026-06-25 00:00:00,T,BBB+,0,1,0
39213,,C31202,우진산전,2025-08-25 00:00:00,T,BB,0,1,0,,,,,,,0,0,0
10841,,F41112,울산도시공사,2026-06-18 00:00:00,T,AA+,0,3,0,,,,,,,0,0,0
19226,,H52921,울산항만공사,2026-07-01 00:00:00,T,AAA,0,3,0,,,,2026-06-18 00:00:00,T,AAA,0,1,0
00000,,K64132,웰컴저축은행,,,,0,0,0,,,,2026-06-29 00:00:00,T,BBB,0,1,0
00000,,D35300,위드인천에너지,,,,0,0,0,,,,2026-06-26 00:00:00,T,BBB,0,1,0
00860,,G46413,윌비스,2026-04-14 00:00:00,T,CCC,0,0,1,,,,,,,0,0,0
01800,,C29119,유니슨,2025-07-01 00:00:00,T,B+,0,2,0,,,,2025-01-16 00:00:00,,,0,0,0
01133,,C30300,유니켐,2026-06-26 00:00:00,T,BB-,0,0,2,,,,,,,0,0,0
05493,,M72111,유신,,,,0,0,0,,,,2026-06-29 00:00:00,T,BBB+,0,1,0
33870,,C30000,유신정밀,2025-06-12 00:00:00,T,BB+,0,1,0,,,,,,,0,0,0
00000,,K64132,유안타저축은행,,,,0,0,0,,,,2026-06-26 00:00:00,T,BBB,0,1,0
00347,,K66121,유안타증권,2026-07-15 00:00:00,T,AA-,0,3,0,2026-06-30 00:00:00,T,A1,2026-06-30 00:00:00,T,AA-,0,3,0
00120,,K66121,유진증권,2026-06-25 00:00:00,T,A,0,2,0,2026-06-29 00:00:00,T,A2+,,,,0,0,0
00346,,K66121,유화증권,,,,0,0,0,,,,2026-06-08 00:00:00,T,A-,0,1,0
03565,,G47100,이랜드월드,2026-06-10 00:00:00,T,BBB,0,2,0,2026-04-13 00:00:00,T,A3,2025-01-16 00:00:00,,,0,0,0
08826,,L68112,이리츠코크렙,,,,0,0,0,,,,2025-12-08 00:00:00,T,BBB+,0,1,0
13948,,G47100,이마트,2026-06-29 00:00:00,T,AA-,0,3,0,2026-06-29 00:00:00,T,A1,2025-01-08 00:00:00,,,0,0,0
08689,,C21300,이수앱지스,2026-06-04 00:00:00,F,B+,0,2,0,,,,,,,0,0,0
00766,,C26220,이수페타시스,,,,0,0,0,,,,2026-05-13 00:00:00,T,BBB+,0,1,0
35052,,L68100,이지스레지던스리츠,2026-06-18 00:00:00,T,A-,0,2,0,,,,2026-06-18 00:00:00,T,A-,0,1,0
33489,,L68100,이지스밸류플러스리츠,2025-12-01 00:00:00,,,0,0,0,,,,2025-07-30 00:00:00,T,A-,0,1,0
13915,,K64201,이지스자산운용,2026-06-11 00:00:00,T,A-,0,3,0,2026-04-27 00:00:00,T,A2-,2026-06-09 00:00:00,,,0,0,0
03581,,C10800,이지홀딩스,,,,0,0,0,2026-06-23 00:00:00,T,A3+,2026-05-11 00:00:00,T,BBB+,0,1,0
35202,,H52912,인천교통공사,2026-06-30 00:00:00,T,AA+,0,3,0,,,,,,,0,0,0
06677,,H52931,인천국제공항공사,2026-06-05 00:00:00,T,AAA,0,3,0,2026-04-27 00:00:00,T,A1,2025-01-16 00:00:00,,,0,0,0
07758,,L68120,인천도시공사,2026-06-15 00:00:00,T,AA+,0,3,0,2026-06-12 00:00:00,T,A1,,,,0,0,0
11128,,H52921,인천항만공사,2026-06-30 00:00:00,T,AAA,0,3,0,,,,2026-05-29 00:00:00,T,AAA,0,1,0
01336,,F41221,일성건설,2026-04-22 00:00:00,T,BB,0,1,0,,,,,,,0,0,0
13547,,F41112,일신건영,2026-06-04 00:00:00,T,BB+,1,0,0,,,,,,,0,0,0
40529,,F41129,자이씨앤에이,,,,0,0,0,,,,2026-05-22 00:00:00,T,A,0,1,0
00000,,L68100,자이에스앤디,,,,0,0,0,,,,2026-06-25 00:00:00,T,A-,0,2,0
00000,,L68112,전국화물자동차운송사업연합회,,,,0,0,0,,,,2026-06-11 00:00:00,T,AA-,0,1,0
09959,,F41210,전남개발공사,2026-07-02 00:00:00,T,AA+,0,3,0,,,,2026-05-22 00:00:00,T,AA+,0,1,0
09984,,F41000,전북개발공사,,,,0,0,0,,,,2025-06-30 00:00:00,T,AA+,0,1,0
00635,,K64121,전북은행,2026-06-30 00:00:00,T,AA+,0,3,0,,,,2026-06-30 00:00:00,T,AA+,0,3,0
34895,,L68100,제이알글로벌리츠,2026-04-28 00:00:00,T,D,0,0,0,,,,2026-05-22 00:00:00,,,0,0,0
19437,,C15121,제이에스코퍼레이션,2026-06-26 00:00:00,T,BBB-,0,1,0,,,,,,,0,0,0
14048,,J60222,제이티비씨,2026-06-16 00:00:00,T,D,0,0,0,2026-06-16 00:00:00,T,D,,,,0,0,0
26527,,K64132,제이티친애저축은행,,,,0,0,0,,,,2026-05-18 00:00:00,T,BBB-,0,1,0
00622,,K64121,제주은행,2026-05-29 00:00:00,T,AA+,0,2,0,,,,2026-06-09 00:00:00,T,AA+,0,2,0
18575,,C21210,종근당,2026-06-18 00:00:00,T,AA-,0,2,0,,,,,,,0,0,0
00163,,C21200,종근당홀딩스,2026-06-18 00:00:00,T,A+,0,2,0,,,,,,,0,0,0
03524,,K65122,주택도시보증공사,2026-06-29 00:00:00,T,AAA,0,3,0,2026-06-29 00:00:00,T,A1,2026-06-29 00:00:00,T,AAA,0,3,0
00000,,K64122,중국건설은행,,,,0,0,0,,,,2026-06-09 00:00:00,T,AAA,0,2,0
00000,,K64122,중국공상은행,,,,0,0,0,,,,2026-06-18 00:00:00,T,AAA,0,2,0
00000,,K64122,중국은행,,,,0,0,0,,,,2026-06-30 00:00:00,T,AAA,0,1,0
10854,,K64991,중소벤처기업진흥공단,2026-06-25 00:00:00,T,AAA,0,3,0,2026-06-19 00:00:00,T,A1,2026-06-19 00:00:00,T,AAA,0,3,0
03004,,J58121,중앙일보,2026-06-23 00:00:00,F,D,0,0,1,2026-06-23 00:00:00,T,D,,,,0,0,0
02144,,F41000,중흥건설,,,,0,0,0,,,,2026-06-24 00:00:00,T,BBB,0,1,0
00000,,F41112,중흥토건,,,,0,0,0,2025-11-17 00:00:00,T,A3,2026-06-26 00:00:00,T,BBB,0,2,0
